click_A_index_pv,click_A_index_search_pv,click_A_detail_pv,click_B_index_pv,click_B_index_search_pv,click_B_detail_pv,A_sum_duration,A_max_duration,A_avg_duration,B_sum_duration,B_max_duration,B_avg_duration
1,0,0,5,0,2,0,0,0,147.944378,78.908781,21.13491114
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,8.474107,8.474107,8.474107,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,76.384,34.778,15.2768
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,43.606368,42.497448,21.803184
0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,49.382,49.382,49.382
0,0,0,0,0,0,0,0,0,65.712,56.737,21.904
0,0,0,0,0,0,7.427,7.427,7.427,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,131.611674,87.039429,32.9029185
0,0,0,1,0,0,0,0,0,161.526386,87.498078,53.84212867
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,6,1,1,0,0,0,6.931995,6.931995,6.931995
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,5,0,0,0,200.593405,79.2638,40.118681
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,122.88,103.933,61.44
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
4,0,5,0,0,0,57.983884,33.096407,19.32796133,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,28.498,28.498,28.498
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,137.096538,41.096597,22.849423
0,0,0,0,0,0,0,0,0,69.750431,58.746761,34.8752155
0,0,0,0,0,3,0,0,0,154.194,77.687,11.86107692
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.633,0.633,0.633
3,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,6,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,73.234916,31.222013,18.308729,0,0,0
1,0,4,4,0,4,95.009,64.388,31.66966667,185.382,57.754,20.598
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,7.893,7.893,7.893
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,0,0,72.288164,72.288164,72.288164
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,105.684834,49.669798,21.1369668,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,9.134,7.623,4.567,4.021,4.021,4.021
8,0,17,0,0,0,167.271924,58.127816,18.58576933,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,70.588,60.721,23.52933333
0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,170.722217,91.900976,28.45370283
0,0,0,2,0,9,0,0,0,264.346,59.346,16.521625
0,0,0,0,0,0,0,0,0,39.721169,11.523602,7.9442338
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,7,0,0,0,175.18,76.295,43.795
5,6,10,0,0,0,240.494417,107.404529,52.64037031,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,0,0,55.738,44.612,13.9345
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,4.826,4.826,4.826,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,18.175,18.175,18.175
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,9.629556,9.629556,9.629556
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,66.119717,14.849253,9.445673857,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,69.750431,58.746761,34.8752155
0,0,0,2,2,0,0,0,0,480.508,258.426,112.5132732
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3,0,0,0,194.852,78.37,48.713
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,1,0,0,0,6.07,6.07,6.07
0,0,0,0,0,6,0,0,0,896.83126,290.59266,112.5132732
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,33.75,33.75,33.75
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,0,745.783,281.849,106.5404286
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3,1,0,0,0,0,70.475632,28.67999,8.809454
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,1,0,0,0,0,62.874,62.874,62.874
0,0,0,2,0,2,0,0,0,105.568681,49.999089,17.59478017
0,0,0,1,1,0,0,0,0,55.696258,55.696258,55.696258
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,50.23998,41.577366,16.74666
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,12.04327,4.580877,4.014423333
0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,161.374,161.374,112.5132732
1,0,0,3,1,0,0,0,0,3.318,3.318,3.318
5,1,5,4,0,0,114.355,60.625,38.11833333,87.259,62.445,29.08633333
0,0,0,6,0,0,0,0,0,261.699925,169.459624,65.42498125
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.913,0.913,0.913,3.427,3.427,3.427
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,182.637,67.329,30.4395
1,0,0,1,0,0,0,0,0,54.001222,23.286441,10.8002444
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,0,2,46.02,46.02,46.02,499.996,136.863,49.9996
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3,0,0,0,293.853745,163.35951,32.65041611
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,6,2,0,0,0,0,62.672,16.57,12.5344
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,6,0,0,0,896.83126,290.59266,112.5132732
0,0,0,2,1,0,0,0,0,44.703,23.837,22.3515
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,2,0,0,0,0,0,285.425,105.828,47.57083333
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,137.096538,41.096597,22.849423
0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,77.492,36.191,19.373,117.322,91.367,58.661
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3,0,0,0,406.555591,134.662819,58.07937014
0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5,1,0,0,0,0,103.055775,35.838871,14.72225357
0,0,0,0,0,1,0,0,0,43.777778,23.647244,14.59259267
0,0,0,0,0,2,0,0,0,77.894368,28.344229,19.473592
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,1,0,0,0,0,62.874,62.874,62.874
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,6,0,0,0,0,0,5.445,1.809,1.089
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,6,0,3,0,0,0,52.525216,26.606354,26.262608
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,12.04327,4.580877,4.014423333
0,0,0,0,0,0,0,0,0,125.879486,93.772568,62.939743
1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,475.675,290.59266,112.5132732
0,0,0,0,0,1,0,0,0,612.62602,169.576139,27.84663727
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,44.834865,44.834865,44.834865
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4,0,0,0,0,0,70.623,48.868,23.541
0,0,0,0,0,0,0,0,0,0,0,0
4,4,0,0,0,0,58.617601,21.611952,11.7235202,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,0,0,76.741,21.44,10.963,0,0,0
0,0,2,0,0,0,114.8055,34.014278,19.13425,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,3,1,4,0,0,0,38.290748,24.372486,12.76358267
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,54.146135,54.146135,54.146135
0,0,0,0,0,0,1.104,1.104,1.104,35.297,33.175,17.6485
0,0,0,0,0,1,0,0,0,612.62602,169.576139,27.84663727
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,167.533,46.1,11.96664286
0,0,0,0,0,0,0,0,0,453.854,290.59266,75.64233333
0,0,6,0,0,0,29.732,5.914,2.702909091,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,4,2,0,0,0,0,64.878665,39.590803,12.975733
0,0,0,0,0,0,0,0,0,0,0,0
3,0,2,1,1,0,38.199,19.404,9.54975,0.76,0.76,0.76
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,43.777778,23.647244,14.59259267
0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,16.811305,16.811305,16.811305,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,35.792,19.246,17.896,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,85.534994,55.727571,28.51166467
1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,15,0,0,0,183.706,130.893,14.13123077,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,3.149899,2.337474,1.5749495,15.623493,15.623493,15.623493
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,0,0,50.298413,22.406077,12.57460325
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,2,1,2,23.117359,11.947494,11.5586795,15.397853,8.877418,7.6989265
1,0,0,0,0,0,0,0,0,138.828619,24.775728,10.67912454
1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,732.705,290.59266,112.5132732
1,0,0,0,0,0,1.167,1.167,1.167,114.887,59.098,22.9774
8,6,3,0,0,0,61.721622,36.084009,30.860811,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,6,2,0,0,0,0,30.865,30.865,30.865
2,0,0,4,0,5,0,0,0,197.321224,40.098972,11.60713082
0,0,0,0,0,1,0,0,0,617.707548,251.733342,112.5132732
0,0,2,0,0,0,33.388,22.654,11.12933333,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,8.639136,7.451349,4.319568
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,5,0,0,0,220.044095,143.818986,73.34803167
6,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,29.055323,13.224863,9.685107667,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,12.938,12.938,12.938
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,40,0,0,0,226.370949,65.808944,25.15232767,0,0,0
0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,2,1,0,0,0,0,1.92958,1.319355,0.96479
0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,0,0,30.989,13.773,5.164833333,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,214.801,35.498,15.34292857
0,0,2,0,0,0,110.845641,45.895072,18.4742735,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,23.988,17.025,11.994
0,0,0,0,0,0,4.581,4.581,4.581,0,0,0
0,0,0,6,0,0,0,0,0,261.699925,169.459624,65.42498125
0,0,0,2,0,0,0,0,0,86.637,79.259,17.3274
